,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFM_Scores,RFM_Scores_Levels
12917.0,128.0,1,594.0,2,1,2,5.0,0.0
14768.0,17.0,2,192.60000000000002,4,2,1,7.0,Level 4-Almost Lost
17584.0,7.0,2,1242.3,4,2,3,9.0,Level 1-Best Customers
15254.0,127.0,1,300.36,2,1,2,5.0,0.0
18099.0,127.0,1,168.31,2,1,1,4.0,0.0
15205.0,85.0,2,653.24,2,2,3,7.0,Level 4-Almost Lost
13218.0,127.0,1,62.63999999999999,2,1,1,4.0,0.0
17267.0,127.0,2,317.62,2,2,2,6.0,0.0
16302.0,126.0,1,233.22,2,1,1,4.0,0.0
13513.0,126.0,1,205.1,2,1,1,4.0,0.0
14720.0,5.0,3,663.81,4,3,3,10.0,Level 6-Lost Cheap Customers
18282.0,7.0,2,178.05,4,2,1,7.0,Level 4-Almost Lost
13200.0,19.0,4,870.09,3,3,3,9.0,Level 1-Best Customers
14079.0,124.0,1,375.1,2,1,2,5.0,0.0
17298.0,101.0,2,498.42,2,2,2,6.0,0.0
14024.0,121.0,2,327.7,2,2,2,6.0,0.0
16066.0,16.0,5,1521.87,4,3,3,10.0,Level 6-Lost Cheap Customers
15198.0,92.0,2,193.64,2,2,1,5.0,0.0
12885.0,63.0,3,1175.22,2,3,3,8.0,Level 3-Big Spenders
17331.0,123.0,1,175.2,2,1,1,4.0,0.0
13016.0,73.0,3,789.89,2,3,3,8.0,Level 3-Big Spenders
13500.0,23.0,3,1166.77,3,3,3,9.0,Level 1-Best Customers
15247.0,122.0,1,356.0,2,1,2,5.0,0.0
13355.0,122.0,1,674.7,2,1,3,6.0,0.0
16053.0,32.0,2,1511.95,3,2,3,8.0,Level 3-Big Spenders
16292.0,121.0,1,302.25,2,1,2,5.0,0.0
14116.0,19.0,5,1382.74,3,3,3,9.0,Level 1-Best Customers
14495.0,50.0,2,123.8,3,2,1,6.0,0.0
15494.0,21.0,2,1299.23,3,2,3,8.0,Level 3-Big Spenders
15608.0,28.0,4,1093.68,3,3,3,9.0,Level 1-Best Customers
17248.0,120.0,1,318.65,2,1,2,5.0,0.0
17653.0,36.0,4,1207.56,3,3,3,9.0,Level 1-Best Customers
17633.0,31.0,4,1324.84,3,3,3,9.0,Level 1-Best Customers
13645.0,120.0,1,252.1,2,1,1,4.0,0.0
15469.0,50.0,2,538.55,3,2,2,7.0,Level 4-Almost Lost
13307.0,120.0,1,15.0,2,1,1,4.0,0.0
17122.0,119.0,1,138.32,2,1,1,4.0,0.0
14406.0,119.0,1,156.75,2,1,1,4.0,0.0
15683.0,117.0,1,193.75,2,1,1,4.0,0.0
14301.0,117.0,1,640.14,2,1,2,5.0,0.0
14658.0,5.0,2,247.15,4,2,1,7.0,Level 4-Almost Lost
13621.0,116.0,1,213.85,2,1,1,4.0,0.0
16272.0,116.0,1,411.7,2,1,2,5.0,0.0
17958.0,116.0,1,508.4599999999999,2,1,2,5.0,0.0
16836.0,39.0,2,251.87,3,2,1,6.0,0.0
16961.0,116.0,1,234.17,2,1,1,4.0,0.0
16902.0,116.0,1,1706.88,2,1,4,7.0,Level 4-Almost Lost
15706.0,63.0,4,1060.56,2,3,3,8.0,Level 3-Big Spenders
15315.0,64.0,2,570.5,2,2,2,6.0,0.0
15653.0,92.0,2,877.4399999999999,2,2,3,7.0,Level 4-Almost Lost
13159.0,8.0,4,1437.85,4,3,3,10.0,Level 6-Lost Cheap Customers
13189.0,18.0,2,260.68,3,2,1,6.0,0.0
17637.0,31.0,2,547.0600000000001,3,2,2,7.0,Level 4-Almost Lost
13470.0,99.0,2,165.0,2,2,1,5.0,0.0
15786.0,46.0,3,4932.2,3,3,4,10.0,Level 6-Lost Cheap Customers
15541.0,114.0,1,85.13000000000001,2,1,1,4.0,0.0
16734.0,52.0,3,650.51,2,3,2,7.0,Level 4-Almost Lost
16706.0,37.0,3,531.35,3,3,2,8.0,Level 3-Big Spenders
17070.0,114.0,1,312.14,2,1,2,5.0,0.0
12962.0,7.0,2,266.39,4,2,1,7.0,Level 4-Almost Lost
13273.0,113.0,1,138.98,2,1,1,4.0,0.0
17736.0,9.0,3,377.44,4,3,2,9.0,Level 1-Best Customers
15472.0,113.0,1,371.56,2,1,2,5.0,0.0
16582.0,113.0,1,313.62,2,1,2,5.0,0.0
17747.0,112.0,1,71.4,2,1,1,4.0,0.0
15396.0,112.0,1,288.18,2,1,1,4.0,0.0
16828.0,93.0,2,128.5,2,2,1,5.0,0.0
14712.0,29.0,3,917.07,3,3,3,9.0,Level 1-Best Customers
12991.0,23.0,2,503.76,3,2,2,7.0,Level 4-Almost Lost
14772.0,112.0,1,139.26,2,1,1,4.0,0.0
12968.0,112.0,1,135.95,2,1,1,4.0,0.0
16330.0,17.0,3,251.91,4,3,1,8.0,Level 3-Big Spenders
15701.0,2.0,4,1542.14,4,3,3,10.0,Level 6-Lost Cheap Customers
14529.0,60.0,3,620.04,2,3,2,7.0,Level 4-Almost Lost
16536.0,110.0,1,548.97,2,1,2,5.0,0.0
15313.0,110.0,1,52.0,2,1,1,4.0,0.0
15801.0,46.0,3,1063.95,3,3,3,9.0,Level 1-Best Customers
16201.0,3.0,4,1863.47,4,3,4,11.0,Level 2-Loyal Customers
16555.0,35.0,2,285.89,3,2,1,6.0,0.0
16952.0,109.0,2,167.61,2,2,1,5.0,0.0
14387.0,32.0,3,1770.56,3,3,4,10.0,Level 6-Lost Cheap Customers
17073.0,17.0,4,1446.09,4,3,3,10.0,Level 6-Lost Cheap Customers
18147.0,45.0,2,179.33999999999997,3,2,1,6.0,0.0
14523.0,108.0,1,241.09,2,1,1,4.0,0.0
14418.0,3.0,3,1937.25,4,3,4,11.0,Level 2-Loyal Customers
16968.0,4.0,2,439.43,4,2,2,8.0,Level 3-Big Spenders
16723.0,91.0,2,589.15,2,2,2,6.0,0.0
13411.0,107.0,1,213.55,2,1,1,4.0,0.0
16340.0,107.0,1,549.07,2,1,2,5.0,0.0
13236.0,24.0,2,744.85,3,2,3,8.0,Level 3-Big Spenders
14196.0,106.0,1,335.52,2,1,2,5.0,0.0
15263.0,106.0,1,156.51,2,1,1,4.0,0.0
14314.0,106.0,1,120.0,2,1,1,4.0,0.0
16093.0,106.0,1,17.0,2,1,1,4.0,0.0
14687.0,106.0,1,628.38,2,1,2,5.0,0.0
14050.0,31.0,2,746.36,3,2,3,8.0,Level 3-Big Spenders
16429.0,106.0,1,284.55,2,1,1,4.0,0.0
14055.0,106.0,1,725.6400000000001,2,1,3,6.0,0.0
15663.0,106.0,1,138.14,2,1,1,4.0,0.0
18200.0,106.0,1,163.8,2,1,1,4.0,0.0
18167.0,23.0,3,1384.8600000000001,3,3,3,9.0,Level 1-Best Customers
13644.0,16.0,4,2624.26,4,3,4,11.0,Level 2-Loyal Customers
17451.0,1.0,7,1721.4,4,4,4,12.0,Level 5-Lost Customers
16641.0,105.0,1,231.10000000000002,2,1,1,4.0,0.0
14141.0,2.0,4,915.13,4,3,3,10.0,Level 6-Lost Cheap Customers
15074.0,105.0,1,748.87,2,1,3,6.0,0.0
17183.0,7.0,6,3347.31,4,4,4,12.0,Level 5-Lost Customers
15325.0,103.0,1,162.29,2,1,1,4.0,0.0
13778.0,103.0,1,178.7,2,1,1,4.0,0.0
14869.0,8.0,2,725.7,4,2,3,9.0,Level 1-Best Customers
14096.0,4.0,17,65164.79,4,4,4,12.0,Level 5-Lost Customers
14108.0,30.0,2,597.91,3,2,2,7.0,Level 4-Almost Lost
15866.0,101.0,1,230.53,2,1,1,4.0,0.0
14660.0,86.0,2,285.74,2,2,1,5.0,0.0
13726.0,38.0,2,1079.6599999999999,3,2,3,8.0,Level 3-Big Spenders
15690.0,4.0,2,239.76,4,2,1,7.0,Level 4-Almost Lost
17777.0,24.0,3,665.86,3,3,3,9.0,Level 1-Best Customers
16278.0,100.0,1,566.38,2,1,2,5.0,0.0
13276.0,63.0,2,590.9300000000001,2,2,2,6.0,0.0
13147.0,10.0,4,712.8000000000001,4,3,3,10.0,Level 6-Lost Cheap Customers
13045.0,99.0,1,305.28000000000003,2,1,2,5.0,0.0
13099.0,99.0,1,207.35999999999999,2,1,1,4.0,0.0
14420.0,99.0,1,387.52,2,1,2,5.0,0.0
14436.0,98.0,1,89.06,2,1,1,4.0,0.0
18027.0,98.0,1,115.31,2,1,1,4.0,0.0
12832.0,32.0,2,383.03,3,2,2,7.0,Level 4-Almost Lost
16674.0,54.0,2,319.61,2,2,2,6.0,0.0
16173.0,15.0,6,1418.32,4,4,3,11.0,Level 2-Loyal Customers
14171.0,98.0,1,363.79,2,1,2,5.0,0.0
13434.0,74.0,2,534.24,2,2,2,6.0,0.0
16761.0,96.0,1,316.62,2,1,2,5.0,0.0
14067.0,63.0,2,374.7,2,2,2,6.0,0.0
13808.0,5.0,5,1747.66,4,3,4,11.0,Level 2-Loyal Customers
15215.0,46.0,3,734.94,3,3,3,9.0,Level 1-Best Customers
12851.0,96.0,1,135.18,2,1,1,4.0,0.0
14965.0,96.0,2,599.0,2,2,2,6.0,0.0
15136.0,2.0,4,1286.7,4,3,3,10.0,Level 6-Lost Cheap Customers
16629.0,73.0,2,417.73,2,2,2,6.0,0.0
18261.0,43.0,2,324.24,3,2,2,7.0,Level 4-Almost Lost
15307.0,95.0,1,205.3,2,1,1,4.0,0.0
16820.0,95.0,1,497.61,2,1,2,5.0,0.0
17309.0,95.0,1,82.75,2,1,1,4.0,0.0
13949.0,2.0,6,2427.32,4,4,4,12.0,Level 5-Lost Customers
14360.0,31.0,4,2128.23,3,3,4,10.0,Level 6-Lost Cheap Customers
16400.0,94.0,1,303.93,2,1,2,5.0,0.0
14208.0,94.0,1,151.74,2,1,1,4.0,0.0
13130.0,94.0,1,64.0,2,1,1,4.0,0.0
13210.0,93.0,1,353.48,2,1,2,5.0,0.0
17481.0,3.0,4,1255.59,4,3,3,10.0,Level 6-Lost Cheap Customers
17573.0,29.0,3,380.6,3,3,2,8.0,Level 3-Big Spenders
14452.0,10.0,2,264.44,4,2,1,7.0,Level 4-Almost Lost
13889.0,92.0,1,416.90000000000003,2,1,2,5.0,0.0
15488.0,92.0,1,91.32000000000001,2,1,1,4.0,0.0
18222.0,92.0,1,443.0,2,1,2,5.0,0.0
13244.0,92.0,1,121.74000000000001,2,1,1,4.0,0.0
17004.0,46.0,2,1412.94,3,2,3,8.0,Level 3-Big Spenders
13441.0,91.0,1,296.64,2,1,1,4.0,0.0
13823.0,18.0,2,957.66,3,2,3,8.0,Level 3-Big Spenders
12879.0,44.0,3,573.22,3,3,2,8.0,Level 3-Big Spenders
16603.0,74.0,2,482.47,2,2,2,6.0,0.0
14824.0,10.0,4,1127.71,4,3,3,10.0,Level 6-Lost Cheap Customers
16910.0,4.0,8,1510.06,4,4,3,11.0,Level 2-Loyal Customers
15652.0,91.0,1,337.74,2,1,2,5.0,0.0
16362.0,32.0,5,734.77,3,3,3,9.0,Level 1-Best Customers
15035.0,89.0,1,252.73000000000002,2,1,1,4.0,0.0
14508.0,22.0,2,276.42,3,2,1,6.0,0.0
13272.0,31.0,2,276.56,3,2,1,6.0,0.0
17317.0,46.0,3,2600.34,3,3,4,10.0,Level 6-Lost Cheap Customers
14212.0,89.0,1,1070.48,2,1,3,6.0,0.0
13372.0,89.0,1,378.64,2,1,2,5.0,0.0
18255.0,89.0,1,103.3,2,1,1,4.0,0.0
14250.0,7.0,3,1904.05,4,3,4,11.0,Level 2-Loyal Customers
16796.0,89.0,1,305.62,2,1,2,5.0,0.0
14432.0,9.0,6,2255.51,4,4,4,12.0,Level 5-Lost Customers
15782.0,9.0,3,2614.7400000000002,4,3,4,11.0,Level 2-Loyal Customers
12883.0,24.0,4,703.47,3,3,3,9.0,Level 1-Best Customers
12965.0,89.0,1,771.91,2,1,3,6.0,0.0
15533.0,19.0,3,807.57,3,3,3,9.0,Level 1-Best Customers
18215.0,89.0,1,299.34000000000003,2,1,1,4.0,0.0
18158.0,9.0,2,453.4,4,2,2,8.0,Level 3-Big Spenders
13375.0,88.0,1,778.65,2,1,3,6.0,0.0
13431.0,67.0,2,1269.1,2,2,3,7.0,Level 4-Almost Lost
16211.0,88.0,1,547.02,2,1,2,5.0,0.0
12884.0,88.0,1,309.05,2,1,2,5.0,0.0
16141.0,88.0,1,620.4,2,1,2,5.0,0.0
17919.0,88.0,1,1304.04,2,1,3,6.0,0.0
16360.0,4.0,6,3512.53,4,4,4,12.0,Level 5-Lost Customers
17433.0,88.0,1,303.15999999999997,2,1,2,5.0,0.0
13704.0,5.0,9,2308.06,4,4,4,12.0,Level 5-Lost Customers
14020.0,16.0,2,642.8,4,2,2,8.0,Level 3-Big Spenders
14359.0,19.0,3,912.18,3,3,3,9.0,Level 1-Best Customers
16451.0,87.0,1,266.97,2,1,1,4.0,0.0
12940.0,54.0,2,913.54,2,2,3,7.0,Level 4-Almost Lost
15216.0,87.0,1,96.6,2,1,1,4.0,0.0
15522.0,32.0,2,398.84,3,2,2,7.0,Level 4-Almost Lost
17037.0,87.0,1,1267.32,2,1,3,6.0,0.0
12822.0,70.0,2,948.88,2,2,3,7.0,Level 4-Almost Lost
15343.0,87.0,1,364.5,2,1,2,5.0,0.0
14753.0,87.0,1,563.15,2,1,2,5.0,0.0
16959.0,87.0,1,117.35000000000001,2,1,1,4.0,0.0
18251.0,87.0,1,4314.72,2,1,4,7.0,Level 4-Almost Lost
13032.0,52.0,2,1010.18,2,2,3,7.0,Level 4-Almost Lost
12895.0,42.0,2,372.8,3,2,2,7.0,Level 4-Almost Lost
17640.0,86.0,1,621.66,2,1,2,5.0,0.0
13860.0,1.0,5,1245.9,4,3,3,10.0,Level 6-Lost Cheap Customers
18001.0,12.0,2,417.23,4,2,2,8.0,Level 3-Big Spenders
17728.0,3.0,3,2876.01,4,3,4,11.0,Level 2-Loyal Customers
15933.0,21.0,3,1107.46,3,3,3,9.0,Level 1-Best Customers
14284.0,30.0,2,595.25,3,2,2,7.0,Level 4-Almost Lost
17347.0,86.0,1,228.96,2,1,1,4.0,0.0
15103.0,31.0,2,703.36,3,2,3,8.0,Level 3-Big Spenders
15707.0,35.0,4,945.58,3,3,3,9.0,Level 1-Best Customers
13430.0,18.0,2,679.45,3,2,3,8.0,Level 3-Big Spenders
13321.0,72.0,2,567.36,2,2,2,6.0,0.0
13877.0,86.0,1,117.24,2,1,1,4.0,0.0
15272.0,57.0,2,721.94,2,2,3,7.0,Level 4-Almost Lost
15322.0,85.0,1,679.68,2,1,3,6.0,0.0
17333.0,85.0,1,494.25,2,1,2,5.0,0.0
13518.0,85.0,1,659.4399999999999,2,1,3,6.0,0.0
14306.0,51.0,2,2093.32,2,2,4,8.0,Level 3-Big Spenders
17679.0,52.0,2,1992.1100000000001,2,2,4,8.0,Level 3-Big Spenders
16160.0,65.0,2,1025.44,2,2,3,7.0,Level 4-Almost Lost
15573.0,31.0,2,607.45,3,2,2,7.0,Level 4-Almost Lost
14894.0,85.0,1,655.75,2,1,3,6.0,0.0
17434.0,2.0,7,2373.82,4,4,4,12.0,Level 5-Lost Customers
15466.0,85.0,1,334.53,2,1,2,5.0,0.0
15511.0,11.0,5,909.23,4,3,3,10.0,Level 6-Lost Cheap Customers
17846.0,85.0,1,2033.1,2,1,4,7.0,Level 4-Almost Lost
16189.0,15.0,2,215.48,4,2,1,7.0,Level 4-Almost Lost
15417.0,85.0,1,508.8,2,1,2,5.0,0.0
12995.0,85.0,1,211.32,2,1,1,4.0,0.0
14557.0,85.0,1,788.38,2,1,3,6.0,0.0
16108.0,84.0,1,842.5,2,1,3,6.0,0.0
17144.0,1.0,2,984.57,4,2,3,9.0,Level 1-Best Customers
16924.0,21.0,3,846.75,3,3,3,9.0,Level 1-Best Customers
15099.0,84.0,1,410.48,2,1,2,5.0,0.0
13323.0,3.0,5,787.85,4,3,3,10.0,Level 6-Lost Cheap Customers
14124.0,84.0,1,419.58000000000004,2,1,2,5.0,0.0
15975.0,84.0,1,371.01,2,1,2,5.0,0.0
15523.0,84.0,1,412.01000000000005,2,1,2,5.0,0.0
16878.0,84.0,1,13.3,2,1,1,4.0,0.0
15947.0,82.0,1,1708.24,2,1,4,7.0,Level 4-Almost Lost
13247.0,17.0,4,501.12,4,3,2,9.0,Level 1-Best Customers
13566.0,40.0,2,874.71,3,2,3,8.0,Level 3-Big Spenders
18194.0,82.0,1,973.8399999999999,2,1,3,6.0,0.0
16689.0,75.0,2,422.59999999999997,2,2,2,6.0,0.0
16438.0,5.0,5,798.35,4,3,3,10.0,Level 6-Lost Cheap Customers
13067.0,82.0,1,115.46000000000001,2,1,1,4.0,0.0
16460.0,28.0,3,814.72,3,3,3,9.0,Level 1-Best Customers
13325.0,81.0,1,675.3,2,1,3,6.0,0.0
13774.0,81.0,1,345.0,2,1,2,5.0,0.0
15504.0,81.0,1,52.83,2,1,1,4.0,0.0
15500.0,8.0,4,1131.56,4,3,3,10.0,Level 6-Lost Cheap Customers
17557.0,14.0,3,541.46,4,3,2,9.0,Level 1-Best Customers
13228.0,81.0,1,358.0,2,1,2,5.0,0.0
14356.0,79.0,2,701.23,2,2,3,7.0,Level 4-Almost Lost
13416.0,43.0,2,712.5,3,2,3,8.0,Level 3-Big Spenders
17628.0,81.0,1,75.75,2,1,1,4.0,0.0
16527.0,81.0,1,228.06,2,1,1,4.0,0.0
15341.0,80.0,1,2020.52,2,1,4,7.0,Level 4-Almost Lost
16215.0,80.0,1,242.35,2,1,1,4.0,0.0
14164.0,70.0,2,1631.77,2,2,4,8.0,Level 3-Big Spenders
15888.0,80.0,1,168.31,2,1,1,4.0,0.0
17564.0,24.0,3,454.01,3,3,2,8.0,Level 3-Big Spenders
13356.0,80.0,1,768.24,2,1,3,6.0,0.0
18228.0,56.0,2,779.9,2,2,3,7.0,Level 4-Almost Lost
17415.0,79.0,1,507.84,2,1,2,5.0,0.0
13350.0,16.0,2,979.12,4,2,3,9.0,Level 1-Best Customers
16627.0,79.0,1,322.8,2,1,2,5.0,0.0
17475.0,79.0,1,194.37,2,1,1,4.0,0.0
14951.0,79.0,1,311.69,2,1,2,5.0,0.0
14780.0,54.0,2,447.68,2,2,2,6.0,0.0
14887.0,79.0,1,1862.0,2,1,4,7.0,Level 4-Almost Lost
15399.0,1.0,3,815.77,4,3,3,10.0,Level 6-Lost Cheap Customers
17466.0,10.0,2,763.28,4,2,3,9.0,Level 1-Best Customers
16379.0,4.0,4,2157.4,4,3,4,11.0,Level 2-Loyal Customers
17172.0,78.0,1,317.76,2,1,2,5.0,0.0
15239.0,10.0,2,780.59,4,2,3,9.0,Level 1-Best Customers
16213.0,78.0,1,159.0,2,1,1,4.0,0.0
15603.0,78.0,1,48.480000000000004,2,1,1,4.0,0.0
14261.0,50.0,2,1163.45,3,2,3,8.0,Level 3-Big Spenders
15571.0,11.0,4,650.4300000000001,4,3,2,9.0,Level 1-Best Customers
15484.0,1.0,4,3594.31,4,3,4,11.0,Level 2-Loyal Customers
12936.0,17.0,4,1063.9,4,3,3,10.0,Level 6-Lost Cheap Customers
16236.0,78.0,1,432.2,2,1,2,5.0,0.0
16669.0,23.0,3,1374.8700000000001,3,3,3,9.0,Level 1-Best Customers
17603.0,78.0,1,394.72,2,1,2,5.0,0.0
15398.0,16.0,2,1345.53,4,2,3,9.0,Level 1-Best Customers
12906.0,11.0,5,2919.81,4,3,4,11.0,Level 2-Loyal Customers
17079.0,78.0,1,118.80000000000001,2,1,1,4.0,0.0
14125.0,10.0,3,2740.43,4,3,4,11.0,Level 2-Loyal Customers
17163.0,21.0,2,293.1,3,2,1,6.0,0.0
12952.0,5.0,4,1387.79,4,3,3,10.0,Level 6-Lost Cheap Customers
13279.0,78.0,1,137.75,2,1,1,4.0,0.0
16715.0,78.0,1,301.71999999999997,2,1,2,5.0,0.0
13519.0,78.0,1,122.75,2,1,1,4.0,0.0
15744.0,77.0,1,34.8,2,1,1,4.0,0.0
13127.0,77.0,1,259.17,2,1,1,4.0,0.0
15714.0,11.0,2,330.88,4,2,2,8.0,Level 3-Big Spenders
17480.0,77.0,1,511.82,2,1,2,5.0,0.0
15763.0,31.0,2,1086.92,3,2,3,8.0,Level 3-Big Spenders
15075.0,77.0,1,773.03,2,1,3,6.0,0.0
16978.0,77.0,1,344.33,2,1,2,5.0,0.0
14014.0,77.0,1,505.18,2,1,2,5.0,0.0
16240.0,24.0,2,3718.8,3,2,4,9.0,Level 1-Best Customers
13336.0,77.0,1,795.12,2,1,3,6.0,0.0
14652.0,77.0,1,114.18,2,1,1,4.0,0.0
15807.0,50.0,3,903.9,3,3,3,9.0,Level 1-Best Customers
15762.0,65.0,2,583.75,2,2,2,6.0,0.0
15475.0,77.0,1,454.10999999999996,2,1,2,5.0,0.0
15978.0,77.0,1,1098.78,2,1,3,6.0,0.0
16485.0,77.0,1,363.65,2,1,2,5.0,0.0
13083.0,4.0,2,303.75,4,2,2,8.0,Level 3-Big Spenders
16169.0,8.0,4,1822.97,4,3,4,11.0,Level 2-Loyal Customers
17506.0,75.0,1,302.2,2,1,2,5.0,0.0
16480.0,75.0,1,769.29,2,1,3,6.0,0.0
17006.0,4.0,4,781.78,4,3,3,10.0,Level 6-Lost Cheap Customers
17498.0,75.0,1,272.22,2,1,1,4.0,0.0
17131.0,5.0,5,2463.17,4,3,4,11.0,Level 2-Loyal Customers
13536.0,1.0,7,3448.29,4,4,4,12.0,Level 5-Lost Customers
15429.0,26.0,2,397.35,3,2,2,7.0,Level 4-Almost Lost
17154.0,75.0,1,329.34,2,1,2,5.0,0.0
16594.0,75.0,1,181.09,2,1,1,4.0,0.0
16049.0,40.0,3,1111.79,3,3,3,9.0,Level 1-Best Customers
14757.0,75.0,1,420.5,2,1,2,5.0,0.0
16198.0,75.0,1,400.68100000000004,2,1,2,5.0,0.0
13670.0,75.0,1,349.7,2,1,2,5.0,0.0
18066.0,75.0,1,318.0,2,1,2,5.0,0.0
14806.0,75.0,1,193.39000000000001,2,1,1,4.0,0.0
13429.0,10.0,4,1006.8,4,3,3,10.0,Level 6-Lost Cheap Customers
15154.0,75.0,1,296.42,2,1,1,4.0,0.0
13390.0,74.0,1,544.08,2,1,2,5.0,0.0
12925.0,4.0,2,694.05,4,2,3,9.0,Level 1-Best Customers
13927.0,74.0,1,348.99,2,1,2,5.0,0.0
18205.0,36.0,2,517.36,3,2,2,7.0,Level 4-Almost Lost
14908.0,74.0,1,277.8,2,1,1,4.0,0.0
13639.0,74.0,1,1033.34,2,1,3,6.0,0.0
15958.0,74.0,1,104.35,2,1,1,4.0,0.0
15492.0,28.0,2,659.4599999999999,3,2,3,8.0,Level 3-Big Spenders
15243.0,74.0,1,316.68,2,1,2,5.0,0.0
16468.0,74.0,1,74.9,2,1,1,4.0,0.0
15344.0,0.0,3,563.94,4,3,2,9.0,Level 1-Best Customers
13866.0,74.0,1,145.67000000000002,2,1,1,4.0,0.0
16999.0,23.0,2,484.82,3,2,2,7.0,Level 4-Almost Lost
13514.0,73.0,1,152.20000000000002,2,1,1,4.0,0.0
13314.0,1.0,3,775.94,4,3,3,10.0,Level 6-Lost Cheap Customers
17805.0,73.0,1,512.31,2,1,2,5.0,0.0
18278.0,73.0,1,173.9,2,1,1,4.0,0.0
13979.0,73.0,1,869.87,2,1,3,6.0,0.0
16181.0,73.0,1,305.54,2,1,2,5.0,0.0
15568.0,2.0,3,758.29,4,3,3,10.0,Level 6-Lost Cheap Customers
16354.0,63.0,2,395.8,2,2,2,6.0,0.0
14412.0,42.0,2,770.03,3,2,3,8.0,Level 3-Big Spenders
16119.0,8.0,2,423.36,4,2,2,8.0,Level 3-Big Spenders
14109.0,72.0,1,144.2,2,1,1,4.0,0.0
16157.0,15.0,3,656.69,4,3,3,10.0,Level 6-Lost Cheap Customers
15348.0,72.0,1,158.04,2,1,1,4.0,0.0
16281.0,72.0,1,2062.06,2,1,4,7.0,Level 4-Almost Lost
13924.0,1.0,6,1838.8500000000001,4,4,4,12.0,Level 5-Lost Customers
14434.0,21.0,6,1372.8,3,4,3,10.0,Level 6-Lost Cheap Customers
13061.0,72.0,1,248.61,2,1,1,4.0,0.0
17513.0,72.0,1,513.2,2,1,2,5.0,0.0
16909.0,72.0,1,379.14,2,1,2,5.0,0.0
16650.0,71.0,1,518.42,2,1,2,5.0,0.0
18192.0,71.0,1,957.97,2,1,3,6.0,0.0
17447.0,40.0,2,541.53,3,2,2,7.0,Level 4-Almost Lost
17427.0,71.0,1,100.8,2,1,1,4.0,0.0
15175.0,71.0,1,224.14,2,1,1,4.0,0.0
13960.0,21.0,2,230.22,3,2,1,6.0,0.0
17528.0,1.0,8,3628.5,4,4,4,12.0,Level 5-Lost Customers
16361.0,9.0,4,896.66,4,3,3,10.0,Level 6-Lost Cheap Customers
13886.0,71.0,1,243.56,2,1,1,4.0,0.0
13354.0,71.0,1,743.53,2,1,3,6.0,0.0
15050.0,25.0,3,1782.09,3,3,4,10.0,Level 6-Lost Cheap Customers
13503.0,71.0,1,216.85,2,1,1,4.0,0.0
16653.0,16.0,2,1212.66,4,2,3,9.0,Level 1-Best Customers
16574.0,71.0,1,451.44,2,1,2,5.0,0.0
13759.0,33.0,2,659.4100000000001,3,2,3,8.0,Level 3-Big Spenders
17813.0,14.0,5,1770.8799999999999,4,3,4,11.0,Level 2-Loyal Customers
15949.0,16.0,2,364.72,4,2,2,8.0,Level 3-Big Spenders
13364.0,71.0,1,134.95999999999998,2,1,1,4.0,0.0
16268.0,71.0,2,667.65,2,2,3,7.0,Level 4-Almost Lost
18053.0,70.0,1,300.02,2,1,1,4.0,0.0
16101.0,70.0,1,1290.7,2,1,3,6.0,0.0
15565.0,50.0,2,173.16,3,2,1,6.0,0.0
18217.0,29.0,2,621.75,3,2,2,7.0,Level 4-Almost Lost
13954.0,1.0,2,439.92,4,2,2,8.0,Level 3-Big Spenders
15593.0,70.0,1,199.8,2,1,1,4.0,0.0
13095.0,70.0,1,74.39999999999999,2,1,1,4.0,0.0
15287.0,22.0,2,486.69,3,2,2,7.0,Level 4-Almost Lost
13347.0,70.0,1,341.36,2,1,2,5.0,0.0
15185.0,70.0,1,310.62,2,1,2,5.0,0.0
16404.0,70.0,1,443.05,2,1,2,5.0,0.0
16613.0,70.0,1,618.59,2,1,2,5.0,0.0
16591.0,68.0,1,213.5,2,1,1,4.0,0.0
15774.0,68.0,1,270.8,2,1,1,4.0,0.0
13558.0,5.0,4,605.06,4,3,2,9.0,Level 1-Best Customers
16930.0,26.0,3,380.55,3,3,2,8.0,Level 3-Big Spenders
16533.0,19.0,3,1095.56,3,3,3,9.0,Level 1-Best Customers
18059.0,23.0,3,306.46,3,3,2,8.0,Level 3-Big Spenders
14488.0,67.0,1,1064.28,2,1,3,6.0,0.0
16747.0,37.0,2,836.06,3,2,3,8.0,Level 3-Big Spenders
14333.0,67.0,1,415.2,2,1,2,5.0,0.0
13635.0,67.0,1,1071.03,2,1,3,6.0,0.0
17330.0,22.0,2,363.9,3,2,2,7.0,Level 4-Almost Lost
17321.0,8.0,2,700.86,4,2,3,9.0,Level 1-Best Customers
14815.0,36.0,2,778.5,3,2,3,8.0,Level 3-Big Spenders
15091.0,67.0,1,480.71,2,1,2,5.0,0.0
15088.0,21.0,2,1160.07,3,2,3,8.0,Level 3-Big Spenders
15930.0,67.0,1,426.63,2,1,2,5.0,0.0
16183.0,67.0,1,338.71000000000004,2,1,2,5.0,0.0
13297.0,7.0,4,2089.85,4,3,4,11.0,Level 2-Loyal Customers
13801.0,66.0,1,324.8,2,1,2,5.0,0.0
16881.0,66.0,1,432.0,2,1,2,5.0,0.0
17014.0,8.0,3,586.33,4,3,2,9.0,Level 1-Best Customers
15255.0,66.0,1,890.85,2,1,3,6.0,0.0
14184.0,66.0,1,452.89,2,1,2,5.0,0.0
